Customer ID,Product Category,Purchase Amount
4152,sports,21.55
9184,clothing,110.75
7025,beauty,9.5
2961,clothing,83.99
1011,home goods,21.7
483,clothing,98.34
3822,home goods,60.03
4474,clothing,89.5
8200,sports,28.69
5404,clothing,101.03
6880,home goods,48.2
1146,clothing,125.04
5170,sports,37.31
8926,beauty,9.69
7732,beauty,11.41
5165,clothing,97.68
3411,beauty,8.81
5006,sports,34.32
1713,clothing,113.48
1911,home goods,46.13
2004,electronics,253.09
8817,electronics,195.18
7785,clothing,92.27
3860,clothing,103.89
4294,sports,34.38
6837,electronics,185.15
662,clothing,92.97
557,electronics,211.59
6986,clothing,97.96
6741,electronics,224.99
752,clothing,86.01
6619,clothing,98.59
9875,electronics,161.07
1289,electronics,187.25
5003,clothing,71.64
3126,clothing,130.23
7873,electronics,193.44
7089,home goods,51.2
2874,electronics,197.83
8123,electronics,152.12
6604,electronics,177.14
3829,sports,21.04
1370,electronics,149.66
9182,electronics,205.24
5856,clothing,108.74
7671,beauty,8.87
6426,beauty,10.44
6733,home goods,54.71
6064,sports,31.41
9641,sports,26.67
7871,clothing,90.13
2403,beauty,8.18
8467,clothing,93.25
8719,clothing,104.19
1663,clothing,93.37
7833,clothing,85.51
5945,sports,27.73
4671,electronics,219.27
1367,home goods,35.26
7713,clothing,93.99
7327,home goods,41.25
5513,clothing,111.66
9874,beauty,8.78
4293,sports,34.56
250,home goods,57.09
2136,electronics,128.22
1641,sports,30.12
3254,electronics,150.46
9963,electronics,203.85
4846,clothing,91.74
3721,home goods,43.86
5623,clothing,106.86
5403,clothing,93.32
650,clothing,97.42
9365,beauty,8.22
9161,beauty,9.68
20,beauty,10.15
1333,clothing,81.84
8624,home goods,52.58
5283,beauty,11.81
380,sports,33.36
2354,home goods,54.29
3555,beauty,8.35
2943,clothing,127.93
6074,electronics,143.24
649,home goods,41.87
8761,home goods,57.02
7642,clothing,120.71
5857,clothing,111.29
1634,clothing,99.28
45,clothing,96.62
3841,clothing,114.9
4710,electronics,214.36
552,beauty,8.8
544,beauty,9.57
9783,clothing,99.07
3539,beauty,10.35
5442,beauty,11.45
2714,beauty,8.81
2374,electronics,224.83
5765,electronics,251.63
1194,beauty,9.14
6635,beauty,10.67
932,home goods,49.4
4896,clothing,100.23
7723,home goods,52.69
729,electronics,233.9
6933,clothing,134.53
6837,home goods,40.05
3447,home goods,59.42
788,beauty,10.03
7899,electronics,190.66
6459,home goods,28.9
247,clothing,99.41
5305,clothing,117.65
6805,home goods,45.1
6820,clothing,103.06
9600,home goods,41.45
1872,sports,32.9
2733,home goods,50.18
2189,electronics,243.79
3218,home goods,41.02
5063,home goods,71.15
1472,beauty,10.84
5446,home goods,41.85
6767,electronics,142.48
7141,electronics,189.91
7333,home goods,57.36
3458,beauty,10.55
2008,electronics,185.3
7487,sports,32.91
6832,clothing,102.52
4661,clothing,82.67
9053,electronics,173.28
7066,electronics,192.73
5204,sports,34.82
8367,home goods,42.81
1687,electronics,182.54
5411,electronics,214.85
9313,home goods,64.22
3016,electronics,222.9
552,beauty,9.37
1769,home goods,60.66
3971,beauty,8.95
6166,clothing,91.68
9107,clothing,103.94
9146,clothing,95.53
9853,beauty,10.23
8828,clothing,93.91
4910,electronics,207.76
3459,clothing,82.63
5723,beauty,10.87
5719,clothing,116.7
9121,clothing,91.41
6502,home goods,57.9
1859,sports,23.34
2706,beauty,11.3
80,clothing,77.91
4201,beauty,11.92
3260,home goods,47.34
5315,sports,27.47
5421,electronics,174.91
2144,electronics,220.54
7999,home goods,27.81
6781,clothing,90.13
5745,beauty,8.82
8823,clothing,79.31
8314,clothing,89.58
5248,home goods,42.92
569,clothing,98.37
4069,sports,36.53
2227,home goods,48.46
51,beauty,9.46
8949,clothing,104.9
1586,beauty,9.87
8824,electronics,228.85
6577,clothing,78.07
473,beauty,10.53
7038,clothing,101.88
9526,electronics,220.65
5977,beauty,11.4
1421,electronics,158.56
1273,electronics,162.64
779,electronics,217.16
5220,beauty,10.85
5319,home goods,49.8
5168,beauty,9.83
1409,home goods,42.58
6148,clothing,103.58
5061,beauty,11.69
3561,home goods,53.13
9993,beauty,9.87
434,electronics,191.29
1654,beauty,11.19
6137,sports,31.17
7049,beauty,8.31
1812,sports,32.33
5368,beauty,8.79
5302,clothing,83.03
9462,electronics,193.61
6345,clothing,95.86
4454,electronics,169.48
6144,clothing,96.19
5396,beauty,9.91
2258,electronics,109.89
221,clothing,119.83
4035,home goods,53.22
3305,electronics,187.72
8199,electronics,275.8
2617,clothing,113.9
3314,electronics,225.69
71,home goods,41.32
9861,electronics,133.75
4531,clothing,74.67
2104,clothing,121.88
4345,electronics,211.04
1639,electronics,199.96
5363,electronics,201.09
958,sports,27.64
3143,electronics,228.07
1561,clothing,78.49
8665,clothing,98.78
7293,electronics,260.11
1885,home goods,59.79
1057,beauty,11.73
5182,home goods,50.5
7713,clothing,95.06
1683,electronics,198.47
8354,clothing,84.85
2272,home goods,51.67
1730,beauty,10.08
2497,home goods,58.84
5970,clothing,96.83
3283,home goods,46.58
7107,clothing,91.4
9746,clothing,106.21
5413,clothing,103.54
5208,electronics,143.11
9290,home goods,41.99
2307,electronics,177.4
9009,beauty,10.64
980,home goods,50.83
3628,electronics,204.8
6402,electronics,239.48
5954,clothing,117.28
3102,clothing,69.86
5182,electronics,134.99
1798,sports,34.05
3238,clothing,95.49
5717,sports,39.44
9529,electronics,251.91
8367,electronics,185.23
5056,clothing,127.96
8608,electronics,240.04
1524,electronics,137.41
8961,electronics,182.08
7325,electronics,232.87
6871,home goods,51.99
2111,clothing,102.13
5158,sports,38.57
4882,sports,29.4
9496,beauty,9.03
3342,electronics,184.07
3813,clothing,116.98
8522,electronics,181.72
9871,sports,34.58
7191,clothing,118.04
7006,clothing,108.36
9098,electronics,216.06
8840,electronics,201.25
7306,electronics,222.6
455,beauty,10.14
8350,clothing,104.13
7218,home goods,54.49
3805,clothing,82.11
8653,clothing,110.83
678,electronics,220.44
5066,home goods,49.19
3138,clothing,106.47
5761,sports,28.14
7224,clothing,72.26
5614,electronics,214.21
7869,clothing,118.7
1817,clothing,116.44
2506,beauty,9.85
5509,home goods,62.69
2235,beauty,11.1
6473,home goods,39.25
5999,home goods,39.17
7698,electronics,183.52
9107,clothing,80.04
7422,home goods,54.04
3697,sports,37.49
831,clothing,101.26
9079,beauty,9.57
8741,electronics,215.14
1461,beauty,10.93
1903,beauty,9.21
1151,electronics,241.25
7740,clothing,100.71
8307,electronics,197.31
3176,home goods,49.32
8835,beauty,8.98
8529,electronics,192.49
1009,beauty,9.57
8341,clothing,89.63
3435,clothing,112.42
2258,home goods,65.87
1155,clothing,80.44
8354,clothing,88.09
7952,electronics,211.12
7904,beauty,9.87
4267,clothing,129.92
9253,electronics,218.58
9030,electronics,185.25
2280,home goods,73.35
8033,clothing,97.88
6512,electronics,250.3
4499,beauty,10.5
9385,electronics,252.58
8719,beauty,10.64
3055,clothing,105.67
9586,electronics,227.45
7019,beauty,11.02
3560,home goods,36.91
7856,clothing,95.22
3388,sports,27.34
1934,electronics,198.83
6053,clothing,100.06
1404,electronics,217.78
8865,clothing,97.5
5193,home goods,70.86
6932,home goods,41.03
7130,electronics,160.08
5642,clothing,111.12
3505,home goods,64.71
6944,home goods,58.57
7991,clothing,60.69
3288,beauty,10.28
7169,clothing,88.31
7650,electronics,188.75
544,clothing,103.63
2118,beauty,10.32
8241,clothing,77.49
4627,home goods,59.36
8409,beauty,9.03
4478,clothing,99.48
5476,electronics,267.48
2454,clothing,89.86
9143,electronics,171.31
6157,electronics,185.37
3706,electronics,209.23
1001,clothing,92.02
8931,clothing,97.3
6069,beauty,10.5
7595,beauty,8.69
1929,beauty,10.06
9530,electronics,192.29
6265,sports,33.03
1921,home goods,48.0
9081,electronics,223.05
5245,beauty,7.96
504,home goods,56.15
8287,home goods,75.86
8529,electronics,226.14
4680,electronics,193.59
2141,electronics,255.24
3048,sports,29.07
4873,clothing,93.5
7500,clothing,82.28
2475,beauty,10.81
2808,home goods,40.24
5457,sports,27.53
5616,home goods,54.72
4738,sports,30.34
9061,electronics,199.43
3852,clothing,97.07
4454,home goods,55.81
8570,beauty,9.69
4237,beauty,9.58
2425,sports,33.21
9994,clothing,90.18
949,sports,21.82
3638,sports,41.78
2593,electronics,159.92
4574,sports,30.95
4347,clothing,127.82
3753,electronics,222.31
2212,clothing,72.41
5682,electronics,259.03
1697,beauty,9.99
9954,beauty,10.53
8137,home goods,47.37
1202,beauty,9.63
1406,clothing,97.74
6580,beauty,9.63
8596,clothing,107.34
956,home goods,31.7
8004,sports,27.04
1593,electronics,177.27
4392,electronics,278.08
7996,clothing,110.67
4638,clothing,99.94
2279,home goods,29.49
3261,home goods,41.44
2827,home goods,65.53
7218,electronics,151.21
8651,electronics,224.0
2803,beauty,9.91
6516,beauty,10.05
7526,clothing,87.83
8100,home goods,48.09
2694,clothing,99.44
9238,beauty,9.17
9858,home goods,53.89
8028,clothing,99.68
6058,home goods,39.33
2391,electronics,262.28
7014,electronics,203.01
1566,electronics,161.26
6130,electronics,180.26
2117,home goods,70.1
2862,beauty,10.74
4660,beauty,11.2
999,beauty,9.29
3846,clothing,116.29
7844,home goods,55.75
6035,clothing,113.23
2017,electronics,212.14
6669,sports,27.75
6237,beauty,10.75
2520,electronics,176.19
2587,electronics,236.06
136,electronics,195.25
9841,clothing,122.0
6280,home goods,65.56
7147,electronics,209.2
3992,electronics,185.37
8678,electronics,234.56
3116,beauty,11.64
7994,electronics,114.83
7812,electronics,221.63
1510,beauty,11.08
1948,beauty,8.14
9121,clothing,83.88
7125,clothing,133.52
1888,electronics,162.41
6220,home goods,45.47
2439,clothing,78.0
1562,clothing,93.96
4224,clothing,103.67
2320,home goods,50.63
627,clothing,112.28
9625,electronics,201.34
2554,clothing,97.87
6910,electronics,238.98
4790,electronics,237.86
799,home goods,37.98
1016,electronics,205.74
2779,electronics,185.9
9343,electronics,168.73
9897,electronics,225.88
7903,home goods,43.02
5932,electronics,235.7
3231,clothing,118.25
6093,beauty,10.68
4459,sports,32.75
4686,clothing,129.73
9253,home goods,37.15
9507,clothing,92.19
933,clothing,90.5
697,clothing,92.12
4692,electronics,251.0
614,electronics,213.56
3599,home goods,50.27
2571,electronics,184.64
5912,clothing,105.54
9850,electronics,165.6
4392,electronics,172.53
997,home goods,59.44
834,electronics,184.41
7771,beauty,9.79
40,clothing,93.83
8996,electronics,216.43
902,home goods,46.38
1577,clothing,125.59
9673,home goods,57.98
6832,beauty,10.79
6370,home goods,37.62
4631,electronics,205.55
1507,electronics,135.67
4089,beauty,9.46
921,home goods,35.26
4176,electronics,172.48
7619,clothing,89.38
6962,beauty,10.4
6345,clothing,99.41
2787,electronics,214.34
3657,clothing,98.65
2556,electronics,212.78
8212,electronics,213.38
7864,beauty,10.88
2119,home goods,58.03
9170,clothing,103.97
8872,clothing,98.72
9537,beauty,10.58
6362,clothing,94.41
6298,clothing,98.69
6369,clothing,89.61
9889,beauty,8.39
6845,beauty,10.68
959,electronics,216.73
3256,sports,27.93
2707,electronics,148.87
8526,beauty,9.45
4731,electronics,261.8
6624,home goods,49.37
7364,clothing,89.17
1488,beauty,9.67
7195,clothing,95.07
4913,sports,19.93
6994,home goods,52.75
599,sports,36.24
646,beauty,9.01
1770,beauty,10.13
9143,electronics,235.83
2085,clothing,99.67
6086,beauty,11.17
3530,electronics,211.22
6421,electronics,218.14
3479,sports,23.67
3554,clothing,90.82
3062,clothing,91.91
9693,clothing,90.19
3842,electronics,180.74
7405,electronics,193.12
7929,sports,34.91
3747,electronics,203.57
3866,electronics,225.92
9501,sports,32.66
602,clothing,106.16
2288,beauty,10.48
4945,home goods,48.01
3166,clothing,78.87
7215,electronics,204.17
815,clothing,86.68
1196,home goods,69.83
9399,sports,32.55
2232,beauty,11.21
8381,electronics,235.36
5942,electronics,190.31
2340,beauty,10.91
5804,electronics,245.29
578,beauty,10.71
4364,sports,32.19
1958,electronics,192.95
2844,electronics,213.85
716,clothing,127.81
9616,home goods,50.25
3320,clothing,94.99
1703,clothing,107.91
8203,electronics,184.27
5373,clothing,99.54
9967,clothing,101.86
3608,electronics,221.69
5094,clothing,85.33
1143,electronics,144.28
553,clothing,106.72
3404,home goods,48.2
3413,beauty,9.54
5407,clothing,137.32
593,sports,26.99
2814,home goods,48.57
5965,beauty,10.08
5616,electronics,165.46
3043,clothing,109.4
3492,electronics,204.63
4879,clothing,85.31
8977,electronics,180.81
6658,clothing,134.5
312,electronics,227.87
6001,electronics,130.23
2753,electronics,181.35
8597,clothing,127.51
3354,beauty,9.99
8397,clothing,74.71
1677,clothing,110.74
1653,home goods,51.67
5168,clothing,113.1
2340,clothing,101.44
2753,home goods,34.58
8115,electronics,244.8
5150,clothing,83.39
6612,clothing,81.06
7109,electronics,220.98
8410,electronics,215.27
1106,sports,37.18
2721,beauty,9.8
8864,home goods,42.55
8242,clothing,94.16
8208,beauty,12.13
1468,clothing,93.88
2996,clothing,99.76
8796,beauty,11.39
4728,beauty,9.76
502,home goods,56.46
4340,home goods,48.96
4783,clothing,100.5
4479,clothing,115.48
8405,electronics,199.64
9916,sports,27.56
2718,clothing,86.03
1616,clothing,88.07
8965,home goods,55.28
5376,clothing,91.37
8816,clothing,81.15
3205,beauty,9.84
5112,clothing,90.5
312,electronics,190.91
1508,beauty,9.4
469,electronics,203.67
1036,home goods,50.37
9067,clothing,107.01
2204,sports,36.58
502,electronics,200.98
7773,sports,36.15
4642,electronics,226.04
411,beauty,11.34
2406,clothing,113.3
3743,home goods,49.4
3982,sports,31.55
6351,beauty,10.06
326,electronics,207.94
6412,beauty,10.16
9386,beauty,10.52
2050,clothing,122.8
7160,beauty,10.64
587,clothing,121.02
1016,home goods,50.9
8529,electronics,178.14
4920,clothing,84.88
6448,beauty,9.04
4942,beauty,9.46
8571,clothing,101.17
3405,home goods,64.71
4822,home goods,39.24
2524,sports,35.85
5914,beauty,8.88
6653,clothing,99.28
3302,electronics,99.57
254,home goods,47.9
3008,clothing,108.37
5493,clothing,114.1
8534,electronics,245.93
1197,clothing,100.69
8150,beauty,10.7
4375,electronics,214.97
2509,beauty,10.13
202,home goods,45.6
7100,beauty,9.28
1447,sports,30.42
4374,electronics,197.38
2311,electronics,214.53
3338,electronics,191.76
2839,electronics,254.78
4570,home goods,46.2
5608,home goods,46.47
9476,clothing,86.84
4925,home goods,49.93
7908,electronics,170.0
1078,sports,25.12
3702,clothing,98.05
6350,electronics,232.61
4087,home goods,46.58
6048,beauty,8.42
3490,clothing,96.6
6271,sports,28.38
5621,home goods,55.1
6723,beauty,12.15
5728,home goods,62.15
7087,home goods,44.88
4339,electronics,193.2
4262,clothing,86.11
4121,clothing,93.39
6331,clothing,105.18
4267,beauty,9.26
307,home goods,46.0
3092,beauty,8.71
4513,clothing,95.66
7196,sports,27.86
6652,electronics,219.31
9786,electronics,161.42
9036,electronics,148.21
6849,beauty,10.21
9098,electronics,197.17
1620,beauty,10.78
6594,home goods,42.69
7939,home goods,37.62
4721,clothing,85.89
7943,electronics,203.45
1832,beauty,8.83
4104,electronics,222.39
2836,electronics,208.8
7975,home goods,49.36
7242,electronics,248.24
7577,home goods,43.19
7995,clothing,91.86
962,beauty,10.89
329,clothing,83.57
7625,electronics,157.27
4804,home goods,48.37
8299,home goods,56.59
520,electronics,176.52
8697,clothing,112.17
2252,electronics,217.76
5853,electronics,185.19
2225,clothing,104.94
2455,home goods,49.27
3506,clothing,96.22
6614,electronics,183.18
1408,clothing,97.07
8354,clothing,116.64
702,home goods,71.58
8148,home goods,63.04
9417,sports,26.59
8567,clothing,93.94
8822,clothing,79.38
421,clothing,103.49
8884,beauty,10.8
3404,electronics,191.78
5446,electronics,218.47
8168,home goods,61.43
9998,clothing,109.89
2439,clothing,109.55
7167,clothing,99.62
184,clothing,120.66
9148,home goods,56.12
6875,clothing,106.37
3573,clothing,114.23
4185,electronics,241.88
2040,sports,30.4
9027,clothing,106.4
5196,clothing,104.57
9450,electronics,220.46
5572,home goods,49.03
7426,electronics,180.35
6428,beauty,10.99
3346,clothing,129.13
1691,electronics,151.33
3461,clothing,102.24
377,clothing,67.91
7278,clothing,110.53
5701,clothing,105.73
963,clothing,67.09
545,electronics,185.69
8685,sports,33.97
9552,electronics,166.93
3220,electronics,235.04
2255,beauty,10.93
7191,beauty,8.66
3624,clothing,118.04
5094,clothing,91.36
1658,home goods,56.31
7321,home goods,56.5
9753,home goods,35.21
1602,clothing,91.86
6701,home goods,43.24
2597,beauty,7.82
4586,beauty,9.56
2038,beauty,9.2
9827,beauty,8.76
9227,home goods,50.62
5287,home goods,52.58
1286,electronics,199.55
832,home goods,41.05
8177,electronics,226.51
455,clothing,73.43
6742,sports,34.08
5672,home goods,54.97
7888,electronics,161.5
4467,beauty,10.03
3896,home goods,51.93
121,beauty,10.42
1714,clothing,93.35
4479,clothing,96.13
7824,clothing,69.1
6530,electronics,184.25
7935,clothing,99.9
2576,sports,37.49
7875,clothing,79.17
72,sports,33.0
7979,electronics,202.62
1285,sports,31.22
7247,home goods,51.35
232,home goods,50.97
475,electronics,218.69
7901,beauty,10.64
6886,beauty,9.24
611,home goods,32.39
2784,electronics,233.79
1186,home goods,48.98
7756,sports,33.64
7618,home goods,51.6
9097,sports,28.34
2894,sports,29.93
9315,electronics,151.92
7636,electronics,200.61
926,home goods,39.08
5313,sports,31.1
1685,beauty,10.94
9526,home goods,58.59
8557,clothing,120.22
1403,sports,25.86
4850,electronics,199.67
2122,sports,33.9
4012,beauty,8.52
4392,home goods,45.86
2607,clothing,127.79
3239,clothing,101.82
9028,home goods,53.37
6871,electronics,275.68
7345,electronics,187.74
1367,electronics,167.3
6003,clothing,112.07
4939,sports,26.68
8514,beauty,8.95
3355,electronics,195.77
3522,home goods,57.45
4246,clothing,97.07
5127,home goods,45.35
2592,clothing,95.08
3718,sports,33.84
9548,home goods,63.88
316,clothing,90.58
8653,beauty,10.37
3732,clothing,112.71
6876,beauty,7.48
7520,home goods,60.95
4292,electronics,240.09
4318,sports,25.5
8789,home goods,54.59
7764,electronics,185.41
5644,clothing,56.67
5982,home goods,60.97
3209,beauty,11.08
8969,electronics,202.72
4080,electronics,166.76
6056,home goods,80.87
2078,electronics,239.36
545,electronics,199.93
1344,sports,26.04
7171,electronics,184.02
2955,electronics,225.51
2598,electronics,180.52
4387,electronics,125.64
1530,clothing,85.19
2471,home goods,46.63
8942,beauty,11.22
8399,home goods,62.65
591,electronics,198.19
6023,electronics,233.36
1015,home goods,58.88
9546,home goods,54.23
5568,sports,20.92
4893,beauty,10.51
4561,beauty,10.82
6744,beauty,11.31
4218,clothing,95.89
2305,beauty,8.91
9282,home goods,69.83
1346,beauty,9.53
6028,home goods,42.55
8368,beauty,10.16
997,electronics,172.79
4970,home goods,63.3
5978,home goods,39.88
1974,electronics,177.79
3901,clothing,117.26
2055,clothing,103.6
1505,electronics,190.74
8426,home goods,52.27
6378,beauty,10.66
9267,home goods,53.1
1717,electronics,174.26
5200,beauty,10.99
8277,electronics,147.61
6773,clothing,96.7
3254,electronics,162.19
8193,electronics,223.02
5119,beauty,11.27
8941,clothing,105.92
6701,electronics,147.34
2532,home goods,53.27
5141,electronics,222.26
5027,electronics,184.15
6919,electronics,173.36
3140,sports,31.6
3176,electronics,226.49
5109,home goods,63.36
3498,sports,17.6
6193,beauty,8.87
6172,electronics,249.58
1376,clothing,114.33
8316,electronics,207.08
7982,sports,25.02
3409,home goods,45.17
6063,sports,30.52
7849,clothing,84.48
9998,beauty,9.28
5858,clothing,128.66
7027,home goods,67.16
219,electronics,222.22
4461,home goods,50.0
5675,clothing,98.07
5904,sports,29.54
573,home goods,55.36
9545,beauty,12.0
442,sports,26.45
8314,beauty,11.08
6908,clothing,119.42
4822,electronics,194.62
1874,home goods,40.69
7472,electronics,192.8
3346,beauty,9.9
5520,electronics,239.73
5354,electronics,162.45
7678,sports,36.2
1291,beauty,8.76
6315,electronics,152.24
5810,home goods,62.78
9661,electronics,228.55
3049,clothing,107.26
5431,sports,34.11
3634,home goods,38.57
3125,home goods,54.88
6719,electronics,226.98
9116,electronics,218.85
7254,home goods,59.09
6559,clothing,60.52
4479,beauty,9.96
1340,sports,31.94
4457,beauty,10.8
8738,beauty,10.97
7560,sports,29.12
1967,clothing,109.72
3195,clothing,96.19
2115,clothing,111.93
6383,clothing,102.51
3082,home goods,45.42
1259,home goods,45.15
898,electronics,195.42
8064,clothing,100.27
6219,clothing,90.76
8773,clothing,110.69
3390,electronics,191.16
7274,clothing,94.5
9221,sports,32.76
6188,clothing,117.43
5574,home goods,44.17
9619,clothing,100.65
1713,beauty,10.39
7925,electronics,218.7
2260,clothing,81.77
6697,electronics,215.99
2863,beauty,10.88
9089,clothing,64.14
1996,electronics,205.24
7547,electronics,209.19
6870,clothing,124.54
7876,sports,26.82
7669,home goods,51.05
9433,sports,34.91
2479,sports,33.65
190,home goods,49.35
5994,electronics,208.26
4232,home goods,43.48
4025,clothing,114.97
3739,electronics,177.46
7983,beauty,8.19
3799,home goods,54.88
243,home goods,71.99
1065,electronics,203.44
7668,beauty,9.86
471,clothing,99.62
5498,home goods,52.62
6149,electronics,256.35
9960,beauty,10.41
5036,electronics,195.47
2652,clothing,90.32
8281,electronics,169.55
8090,electronics,247.34
9013,beauty,10.62
7699,beauty,9.82
2845,clothing,71.87
2120,beauty,9.24
2133,clothing,94.61
8270,home goods,34.22
2134,home goods,50.41
5634,sports,28.69
6052,home goods,31.51
9574,sports,28.18
5540,electronics,242.2
7784,electronics,216.77
6668,home goods,48.15
4585,home goods,43.02
8969,electronics,172.55
3716,home goods,60.45
2448,electronics,214.44
2635,electronics,151.37
8341,clothing,112.1
2087,sports,30.03
6956,clothing,98.18
3852,beauty,9.61
7555,electronics,194.1
9001,home goods,36.28
736,beauty,10.3
7695,home goods,44.04
1209,beauty,9.02
8278,sports,29.26
642,sports,28.88
8971,electronics,181.07
5476,electronics,202.33
913,home goods,34.67
8473,sports,30.81
7784,home goods,55.79
6863,sports,25.12
2853,clothing,103.69
3905,electronics,213.07
582,sports,35.78
5348,beauty,12.19
5299,beauty,10.22
4219,home goods,51.98
5762,clothing,93.96
3976,clothing,121.83
3008,clothing,94.45
8446,clothing,95.64
8263,clothing,114.97
3017,electronics,248.75
